image_url,disease_name,images
https://dermnetnz.org/assets/Uploads/lesions/milia08__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,"Lesion, tumour and cancer images","<img src=""https://dermnetnz.org/assets/Uploads/lesions/milia08__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/lesions/cyst19__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,"Lesion, tumour and cancer images","<img src=""https://dermnetnz.org/assets/Uploads/lesions/cyst19__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/lesions/sebk-dermoscopy24__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,"Lesion, tumour and cancer images","<img src=""https://dermnetnz.org/assets/Uploads/lesions/sebk-dermoscopy24__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/lesions/sebk-dermoscopy23__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,"Lesion, tumour and cancer images","<img src=""https://dermnetnz.org/assets/Uploads/lesions/sebk-dermoscopy23__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/lesions/lm5__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDIzXQ.jpg,"Lesion, tumour and cancer images","<img src=""https://dermnetnz.org/assets/Uploads/lesions/lm5__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDIzXQ.jpg"" width=""50"" >"
https://dermnetnz.org/assets/manualthumbnails/lesions/img/afx2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,"Lesion, tumour and cancer images","<img src=""https://dermnetnz.org/assets/manualthumbnails/lesions/img/afx2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/lesions/skintag12__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDZd.jpg,"Lesion, tumour and cancer images","<img src=""https://dermnetnz.org/assets/Uploads/lesions/skintag12__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDZd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/lesions/calm14__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDBd.jpg,"Lesion, tumour and cancer images","<img src=""https://dermnetnz.org/assets/Uploads/lesions/calm14__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDBd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/lesions/masto__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,"Lesion, tumour and cancer images","<img src=""https://dermnetnz.org/assets/Uploads/lesions/masto__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/lesions/freckle6__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg,"Lesion, tumour and cancer images","<img src=""https://dermnetnz.org/assets/Uploads/lesions/freckle6__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/lesions/sebk-dermoscopy15__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,"Lesion, tumour and cancer images","<img src=""https://dermnetnz.org/assets/Uploads/lesions/sebk-dermoscopy15__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/lesions/seb-k-cerebriform__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,"Lesion, tumour and cancer images","<img src=""https://dermnetnz.org/assets/Uploads/lesions/seb-k-cerebriform__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/lesions/pigmented-lesion-14__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,"Lesion, tumour and cancer images","<img src=""https://dermnetnz.org/assets/Uploads/lesions/pigmented-lesion-14__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/lesions/cyst2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDIyXQ.jpg,"Lesion, tumour and cancer images","<img src=""https://dermnetnz.org/assets/Uploads/lesions/cyst2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDIyXQ.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/lesions/ka1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg,"Lesion, tumour and cancer images","<img src=""https://dermnetnz.org/assets/Uploads/lesions/ka1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/lesions/aplasia-cutis2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,"Lesion, tumour and cancer images","<img src=""https://dermnetnz.org/assets/Uploads/lesions/aplasia-cutis2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/lesions/sebk-dermoscopy05__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,"Lesion, tumour and cancer images","<img src=""https://dermnetnz.org/assets/Uploads/lesions/sebk-dermoscopy05__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/lesions/solar-lentigo-18__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,"Lesion, tumour and cancer images","<img src=""https://dermnetnz.org/assets/Uploads/lesions/solar-lentigo-18__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/lesions/jxg4__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,"Lesion, tumour and cancer images","<img src=""https://dermnetnz.org/assets/Uploads/lesions/jxg4__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/lesions/cyst38__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,"Lesion, tumour and cancer images","<img src=""https://dermnetnz.org/assets/Uploads/lesions/cyst38__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/lesions/becker2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,"Lesion, tumour and cancer images","<img src=""https://dermnetnz.org/assets/Uploads/lesions/becker2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/lesions/lentigo1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,"Lesion, tumour and cancer images","<img src=""https://dermnetnz.org/assets/Uploads/lesions/lentigo1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/lesions/jxg1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,"Lesion, tumour and cancer images","<img src=""https://dermnetnz.org/assets/Uploads/lesions/jxg1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/lesions/horn-07__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,"Lesion, tumour and cancer images","<img src=""https://dermnetnz.org/assets/Uploads/lesions/horn-07__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/manualthumbnails/lesions/img/steatocyst1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,"Lesion, tumour and cancer images","<img src=""https://dermnetnz.org/assets/manualthumbnails/lesions/img/steatocyst1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/lesions/mucyst__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDM1XQ.jpg,"Lesion, tumour and cancer images","<img src=""https://dermnetnz.org/assets/Uploads/lesions/mucyst__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDM1XQ.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/lesions/ink-spot06__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,"Lesion, tumour and cancer images","<img src=""https://dermnetnz.org/assets/Uploads/lesions/ink-spot06__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/lesions/bcp3__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,"Lesion, tumour and cancer images","<img src=""https://dermnetnz.org/assets/Uploads/lesions/bcp3__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/lesions/metastatic-melanoma09__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,"Lesion, tumour and cancer images","<img src=""https://dermnetnz.org/assets/Uploads/lesions/metastatic-melanoma09__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/lesions/lentigo-simplex3__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,"Lesion, tumour and cancer images","<img src=""https://dermnetnz.org/assets/Uploads/lesions/lentigo-simplex3__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/lesions/sebk-dermoscopy21__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,"Lesion, tumour and cancer images","<img src=""https://dermnetnz.org/assets/Uploads/lesions/sebk-dermoscopy21__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/lesions/sks-nose4__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg,"Lesion, tumour and cancer images","<img src=""https://dermnetnz.org/assets/Uploads/lesions/sks-nose4__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/lesions/pigmented-lesion-07__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,"Lesion, tumour and cancer images","<img src=""https://dermnetnz.org/assets/Uploads/lesions/pigmented-lesion-07__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/lesions/melanoma-20y__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,"Lesion, tumour and cancer images","<img src=""https://dermnetnz.org/assets/Uploads/lesions/melanoma-20y__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/vascular/capillaritis/2507__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDE4XQ.jpg,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/vascular/capillaritis/2507__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDE4XQ.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/vascular/capillaritis/2508__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDE4XQ.jpg,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/vascular/capillaritis/2508__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDE4XQ.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/vascular/capillaritis/2509__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDE4XQ.jpg,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/vascular/capillaritis/2509__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDE4XQ.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/golfer-capillaritis-2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/golfer-capillaritis-2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpg"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/capillaritis-47__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/capillaritis-47__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/capillaritis-39__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDIzXQ.JPG,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/capillaritis-39__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDIzXQ.JPG"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/capillaritis-40__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDIzXQ.JPG,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/capillaritis-40__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDIzXQ.JPG"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/capillaritis-46__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.JPG,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/capillaritis-46__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.JPG"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/capillaritis-41__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.JPG,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/capillaritis-41__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.JPG"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/capillaritis-38__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/capillaritis-38__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/capillaritis-42__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/capillaritis-42__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/capillaritis-43__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/capillaritis-43__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/capillaritis-44__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/capillaritis-44__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/capillaritis-45__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/capillaritis-45__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/capillaritis-37__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/capillaritis-37__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/exercise-induced-capillaritis-35__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/exercise-induced-capillaritis-35__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/exercise-induced-capillaritis-36__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/exercise-induced-capillaritis-36__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/purpAmlodip2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/purpAmlodip2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/capillaritis-dermoscopy-17__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/capillaritis-dermoscopy-17__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/capillaritis-dermoscopy-18__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/capillaritis-dermoscopy-18__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/capillaritis-dermoscopy-19__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/capillaritis-dermoscopy-19__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/capillaritis-dermoscopy-20__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/capillaritis-dermoscopy-20__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/capillaritis-dermoscopy-21__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDZd.JPG,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/capillaritis-dermoscopy-21__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDZd.JPG"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/capillaritis-dermoscopy-22__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/capillaritis-dermoscopy-22__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/capillaritis-dermoscopy-23__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/capillaritis-dermoscopy-23__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/capillaritis-dermoscopy-24__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/capillaritis-dermoscopy-24__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/capillaritis-dermoscopy-25__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/capillaritis-dermoscopy-25__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/capillaritis-dermoscopy-26__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/capillaritis-dermoscopy-26__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/capillaritis-dermoscopy-27__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/capillaritis-dermoscopy-27__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/capillaritis-dermoscopy-28__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/capillaritis-dermoscopy-28__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/pigmpurp__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/pigmpurp__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/pigmpurpderm__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/pigmpurpderm__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/pigmpurpdermA__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/pigmpurpdermA__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/pigmpurpdermB__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/pigmpurpdermB__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/purp__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/purp__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/purpPigm1-2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/purpPigm1-2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/purppigm1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/purppigm1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/purppigm2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/purppigm2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/purppigmB__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/purppigmB__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/purpsimpl1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/purpsimpl1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG"" width=""50"" >"
https://dermnetnz.org/assets/Uploads/purpura1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG,Lichen aureus images,"<img src=""https://dermnetnz.org/assets/Uploads/purpura1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.JPG"" width=""50"" >"
